labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content
Rep1_tram,1.78937318349032,173.903803038187,136.111035584519,120.490952204051,1.00669314310828,1.09651339492323,2952,0.94108949761579
Rep2_tram,1.51545983046317,299.679990603086,152.467663383482,125.010525030138,1.0066915837856,1.09831311079542,2950,0.898413562507428
Rep3_tram,1.42696937598024,361.496290349708,151.643824300115,119.323570379379,1.00748008010554,1.09688695587035,2830,0.872262794929432
Rep1_gsk,1.31316647804241,308.574313356045,94.4290732337459,66.5383379564116,1.00714919420974,1.09753499130995,2159,0.857075352776264
Rep2_gsk,1.68313760190143,138.474475893954,93.5913733295657,80.9422355215268,1.0072630573302,1.09860940636947,2161,0.935921112497013
Rep3_gsk,1.33752804379298,296.387294299874,97.8615966047722,71.0394684419166,1.00734656001534,1.09784344931761,2131,0.860916333036193
Rep1_dmso,1.5611105764831,252.226765029992,139.694108302103,116.622936136665,1.00726725900054,1.09873721922738,2925,0.913768627340174
Rep2_dmso,1.54813868102054,252.26979346069,136.497954448192,113.954809499352,1.00705941593817,1.09642066937873,2801,0.909935810974406
Rep3_dmso,1.35780916516122,421.582567214697,147.812045961027,110.747092947751,1.00719683567713,1.0951154449739,2818,0.850396533990526
