labels,dry_density_gcm3,dry_volume_fl,avg_buoyant_mass_h2o,avg_buoyant_mass_d2o,avg_density_h2o_gcm3,avg_density_d2o_gcm3,total_volume_fl,water_content,total_density_gcm3
Rep1_wnkin11,1.44676489276817,114.82290124071,50.6530426680659,40.2119829842412,1.00562430042345,1.09655615784044,717.352,0.839935065015906,1.07623544065596
Rep2_wnkin11,1.50623320284565,99.0104770636928,49.5617567737261,40.6273163478446,1.00566237192396,1.09589969519364,700.063,0.858569190110472,1.07645850994829
Rep3_wnkin11,1.43632890722376,117.956761480135,50.8037643121836,40.1093679048027,1.00563071176051,1.09629441151952,712.95,0.834551144568154,1.07688923523646
Rep1_wnk463,1.45615983097451,111.65796705964,50.3073550115495,40.2939441287387,1.00561110313784,1.09529042604242,649.22,0.82801212676806,1.08310002062583
Rep2_wnk463,1.49839328894715,99.437091324111,49.0050431247004,39.9820716490708,1.00556870536224,1.09630920627069,654.559,0.84808536537713,1.08043597191071
Rep3_wnk463,1.4361207906943,118.444648252402,50.9959201674578,40.5649026421265,1.00557436314456,1.09364096369795,656.788,0.819660760774554,1.08321877834011
Rep1_dmso,1.38459474442423,145.364900920987,55.1127858875997,41.8545465912464,1.00546067878375,1.09666728514025,882.409,0.835263578543525,1.0679178680096
Rep2_dmso,1.41558998782498,132.618714459761,54.3785548275097,42.3971362441599,1.00555317628577,1.09589803170197,888.13,0.850676461261571,1.06678132399782
Rep3_dmso,1.45389135720406,120.112374328562,53.8506024511233,43.1111446022676,1.00555618148089,1.09496793367454,893.109,0.8655120771053,1.06585184802453
